perimeter,aspect_ratio,circularity,solidity,extent,mean_width,eccentricity,elongation,hu_1,hu_2,hu_4,label,source_frame,blob_id
120.36753106117249,1.2571428571428571,0.764997021297413,0.9468599033816425,0.5798816568047337,14.655114917190668,0.6106750595882457,1.2628155473513336,0.7770917641025424,3.0213538376531672,6.337168143258229,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000822.jpg,0
130.66904664039612,1.28125,0.7856557669559724,0.9617117117117117,0.7702020202020202,16.338988114572867,0.7168191758292906,1.4341870660365919,0.7634109335820805,2.45094094001184,5.885575084911767,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000828.jpg,0
124.56854152679443,1.7104795066843026,0.6672987577655973,0.9165739710789766,0.64576802507837,13.22966440644662,0.8225980552500364,1.7586335760987701,0.7163445219275865,2.0323819387386806,5.283363299344347,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000831.jpg,0
122.02438461780548,1.3023715525106954,0.6945706808327741,0.9185267857142857,0.5316537467700259,13.489107158011596,0.7573575381214621,1.531392563550248,0.732908340274198,2.2638758027859285,5.1698514733820655,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000831.jpg,1
142.26702618598938,1.3913043376279828,0.7292129591456336,0.9306656101426307,0.5679400386847195,16.511204760329292,0.7667507027572401,1.5577658960712777,0.7533861473672943,2.3933583026380805,5.158654583929256,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000834.jpg,0
124.02438509464264,1.4413407379074687,0.7736520452867921,0.9643584521384929,0.5774390243902439,15.271190407875793,0.750394940159737,1.5128827914612368,0.757765727215425,2.410066591840468,5.676566633964456,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000834.jpg,1
137.78174555301666,1.4211764228539114,0.7337737925462884,0.9172527927182458,0.5877518557794273,16.090665647336618,0.8020192666830213,1.6742057174467002,0.7447486627920494,2.289668435289345,4.947786614608315,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000837.jpg,0
122.0832599401474,1.3666666666666667,0.7048616892157955,0.9664739884393063,0.642089093701997,13.69557137333747,0.8228287244101303,1.7596666865147799,0.7445359925804235,2.684349953282154,4.63530560888353,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000837.jpg,1
141.5807341337204,1.425330874603359,0.6930431751123226,0.9262672811059908,0.5224480151228733,15.616531539607298,0.7535402520945564,1.5211398024162694,0.7372070566280037,2.2392851046715236,5.899468101646975,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000840.jpg,0
137.01219248771667,1.5172413793103448,0.7139245093905929,0.9363476733977173,0.79,15.567957575682371,0.7292238486936636,1.4614002799753298,0.736212794102865,2.243595709132275,5.714070729110704,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000843.jpg,0
124.12489056587219,1.1088083068756969,0.7834106586113999,0.9524045612295489,0.618082368082368,15.47634798502029,0.6308498333273749,1.288817661269165,0.7710989320141062,2.6127552504858182,7.046519012503391,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000846.jpg,0
137.49747371673584,1.4792451934934034,0.6989235971310711,0.9235836627140975,0.7080808080808081,15.29482646592094,0.7625626332009371,1.545799587276153,0.737116704014622,2.2507797141258243,5.61800338081314,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000849.jpg,0
126.46803605556488,1.2372449222560016,0.7012236258496226,0.9399684044233807,0.6146694214876033,14.11423831406494,0.6205972427146955,1.275299562745637,0.7613763591936484,2.769185190274375,4.793455614964138,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000885.jpg,0
96.5269113779068,1.1402438835163566,0.7141328455988348,0.9338624338624338,0.6762452107279694,10.971033723994045,0.7494175019382214,1.5103510410160552,0.7728249827274462,3.165292960406606,4.876736222217115,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000885.jpg,1
124.8111823797226,1.405882452081678,0.717544469716067,0.9493062966915689,0.6317471590909091,14.25353054173954,0.6606699707287516,1.332131771622325,0.7571406602995969,2.6995351436731996,4.638480377978465,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000888.jpg,0
76.3847758769989,1.3333333333333333,0.7613523012759479,0.9477211796246648,0.7442105263157894,9.255771086354564,0.5379793780187427,1.1862987250368668,0.7614638129744294,2.6937901280041534,5.1948515600983844,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000888.jpg,1
129.63960933685303,1.488479317679582,0.7316363370054683,0.9551000488042948,0.615021998742929,15.095694980960406,0.7087690339943035,1.4175537722104221,0.7571410293085297,2.5473537196797436,4.7640895501608576,amorphous,30fps_sh500_g8.0_20260712_010749/frame_000891.jpg,0
