area,perimeter,aspect_ratio,circularity,solidity,extent,mean_width,equivalent_diameter,eccentricity,elongation,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,mean_intensity,std_intensity,peak_darkness,label,source_frame,blob_id
574.0,105.74011409282684,1.411764686205485,0.6451225267249254,0.9310624493106245,0.6442199775533108,10.856806897259416,27.034043328329254,0.7143453117291756,1.428993225203094,0.763154322849087,2.5008177094447803,3.9568408852536496,5.442675192840507,10.567069888171828,-7.300870298978754,10.175560630304112,67.23064516129033,22.341340883818784,47.230645161290326,amorphous,grabacion_20260703_181319/frame_001050.jpg,0
1165.5,144.9533176422119,1.3181816901057386,0.697053034717981,0.9297965696051057,0.6428571428571429,16.081039316075568,38.52221033882703,0.7105340371997001,1.4211351710975386,0.7597842216419796,2.4220422745642107,3.706403404671837,5.126680092443864,9.545424200193924,6.358156037814457,-10.54125517203321,56.42589576547231,20.329858348848603,26.425895765472312,amorphous,grabacion_20260703_181319/frame_001080.jpg,0
744.5,119.98275470733643,1.117531789596369,0.6498855917534015,0.9157441574415744,0.5597744360902256,12.410116800801825,30.788420567728522,0.4476870342629589,1.1183301622478214,0.7444115877309789,3.545430420299761,2.638316812862171,4.467601458070396,8.039267298031138,6.265282172485217,-8.562225317459893,32.26599749058971,29.679670167383282,31.26599749058971,amorphous,grabacion_20260703_181319/frame_001080.jpg,1
1164.5,138.81118178367615,1.18995096126785,0.7594522158761421,0.9455948030856679,0.7319296040226273,16.778187247404336,38.50568074770393,0.6563823131627219,1.3255067778750156,0.7770627958813127,2.7583322231108087,4.3104646896268894,5.644246491267487,11.735107251353961,7.710253094808784,10.622893404037793,44.84257748776509,24.08021900550936,29.84257748776509,amorphous,grabacion_20260703_181319/frame_001080.jpg,2
1047.5,147.29646277427673,1.354338753484783,0.6067073556412309,0.8933901918976546,0.5444386694386695,14.223016361298953,36.5201098452631,0.7329357180846255,1.4699442693496116,0.743852005019169,2.473630755068212,3.1597174474453062,3.9920511627311495,7.629259626985996,5.266384422618732,-7.8724377812499755,53.405575539568346,23.677921397772945,33.405575539568346,amorphous,grabacion_20260703_181319/frame_001110.jpg,0
854.0,125.05382227897644,1.1867221233543024,0.6862364681017318,0.9353778751369113,0.5618421052631579,13.658119111223218,32.97493853222215,0.5670684157372443,1.2140774310555167,0.7454983851488429,3.3777443509904193,2.6426509617362326,4.711991072717111,8.45461088567007,6.541938152332646,8.682068503025988,29.077092511013216,29.029656026061378,29.077092511013216,amorphous,grabacion_20260703_181319/frame_001110.jpg,1
1219.5,141.98275470733643,1.2127659233301011,0.7601870600206685,0.9486581096849475,0.6928977272727272,17.178142549969653,39.40451274669604,0.605193333843468,1.2561574771206412,0.7779432688865164,2.8091342630508005,4.191699478413379,5.694133835886203,-11.05106939965477,-8.246564852466635,10.671978729145632,44.915822291504284,25.354031177824197,34.915822291504284,amorphous,grabacion_20260703_181319/frame_001110.jpg,2
884.5,126.81118214130402,1.0638298052467416,0.6911822857132305,0.9300736067297581,0.5968286099865048,13.949873900148859,33.558611075523544,0.639027954493736,1.3000798715572754,0.7505503037350477,3.2825880403188923,2.7150143259319273,4.905210128114821,8.978525328267775,7.179425354874248,8.792021869131007,28.176595744680853,28.309247513737,27.176595744680853,amorphous,grabacion_20260703_181319/frame_001140.jpg,0
1116.0,163.19595777988434,1.0578615192526497,0.5265689706907171,0.84996191926885,0.5653495440729484,13.676809342364226,37.69529588588531,0.527450619408065,1.177044307787931,0.7810479004251367,3.317121425001598,4.331043605401002,5.3617818880039625,10.32341483554342,7.283308545531716,-10.400876161036507,71.23336141533277,19.569123567746534,42.233361415332766,amorphous,grabacion_20260703_181319/frame_001140.jpg,1
1273.0,150.3675309419632,1.3260340905471562,0.7075060052583606,0.9496456546064901,0.6494897959183673,16.93184681593708,40.25958197060499,0.6737845568634053,1.353312095168726,0.7724121259875132,2.6271389372766305,4.6455267465106616,6.0705403564120815,12.410132412195397,8.011587466301668,11.43095081408211,47.73542600896861,25.119896960850536,33.73542600896861,amorphous,grabacion_20260703_181319/frame_001140.jpg,2
